exercise_slug,muscle
Tire_Flip,calves
Tire_Flip,chest
Tire_Flip,forearms
Tire_Flip,glutes
Tire_Flip,hamstrings
Tire_Flip,lower back
Tire_Flip,shoulders
Tire_Flip,traps
Tire_Flip,triceps
Trail_Running_Walking,calves
Trail_Running_Walking,glutes
Trail_Running_Walking,hamstrings
Trap_Bar_Deadlift,glutes
Trap_Bar_Deadlift,hamstrings
Tricep_Side_Stretch,shoulders
Triceps_Stretch,lats
Two-Arm_Kettlebell_Clean,calves
Two-Arm_Kettlebell_Clean,glutes
Two-Arm_Kettlebell_Clean,hamstrings
Two-Arm_Kettlebell_Clean,lower back
Two-Arm_Kettlebell_Clean,traps
Two-Arm_Kettlebell_Jerk,calves
Two-Arm_Kettlebell_Jerk,quadriceps
Two-Arm_Kettlebell_Jerk,triceps
Two-Arm_Kettlebell_Military_Press,triceps
Two-Arm_Kettlebell_Row,biceps
Two-Arm_Kettlebell_Row,lats
Underhand_Cable_Pulldowns,biceps
Underhand_Cable_Pulldowns,middle back
Underhand_Cable_Pulldowns,shoulders
Upper_Back-Leg_Grab,lower back
Upper_Back-Leg_Grab,middle back
Upper_Back_Stretch,middle back
Upright_Barbell_Row,traps
Upright_Cable_Row,shoulders
Upright_Row_-_With_Bands,shoulders
Upward_Stretch,chest
Upward_Stretch,lats
V-Bar_Pulldown,biceps
V-Bar_Pulldown,middle back
V-Bar_Pulldown,shoulders
V-Bar_Pullup,biceps
V-Bar_Pullup,middle back
V-Bar_Pullup,shoulders
Vertical_Swing,glutes
Vertical_Swing,quadriceps
Vertical_Swing,shoulders
Walking_Treadmill,calves
Walking_Treadmill,glutes
Walking_Treadmill,hamstrings
Weighted_Ball_Hyperextension,glutes
Weighted_Ball_Hyperextension,hamstrings
Weighted_Ball_Hyperextension,middle back
Weighted_Bench_Dip,chest
Weighted_Bench_Dip,shoulders
Weighted_Jump_Squat,calves
Weighted_Jump_Squat,glutes
Weighted_Jump_Squat,hamstrings
Weighted_Jump_Squat,lower back
Weighted_Pull_Ups,biceps
Weighted_Pull_Ups,middle back
Weighted_Sissy_Squat,calves
Weighted_Sissy_Squat,glutes
Weighted_Sissy_Squat,hamstrings
Weighted_Squat,calves
Weighted_Squat,glutes
Weighted_Squat,hamstrings
Wide-Grip_Barbell_Bench_Press,shoulders
Wide-Grip_Barbell_Bench_Press,triceps
Wide-Grip_Decline_Barbell_Bench_Press,shoulders
Wide-Grip_Decline_Barbell_Bench_Press,triceps
Wide-Grip_Decline_Barbell_Pullover,shoulders
Wide-Grip_Decline_Barbell_Pullover,triceps
Wide-Grip_Lat_Pulldown,biceps
Wide-Grip_Lat_Pulldown,middle back
Wide-Grip_Lat_Pulldown,shoulders
Wide-Grip_Pulldown_Behind_The_Neck,biceps
Wide-Grip_Pulldown_Behind_The_Neck,middle back
Wide-Grip_Pulldown_Behind_The_Neck,shoulders
Wide-Grip_Rear_Pull-Up,biceps
Wide-Grip_Rear_Pull-Up,middle back
Wide-Grip_Rear_Pull-Up,shoulders
Wide_Stance_Barbell_Squat,calves
Wide_Stance_Barbell_Squat,glutes
Wide_Stance_Barbell_Squat,hamstrings
Wide_Stance_Barbell_Squat,lower back
Wide_Stance_Stiff_Legs,adductors
Wide_Stance_Stiff_Legs,glutes
Wide_Stance_Stiff_Legs,lower back
Windmills,glutes
Windmills,hamstrings
Windmills,lower back
Worlds_Greatest_Stretch,calves
Worlds_Greatest_Stretch,glutes
Worlds_Greatest_Stretch,quadriceps
Wrist_Roller,shoulders
Yoke_Walk,abdominals
Yoke_Walk,abductors
Yoke_Walk,adductors
Yoke_Walk,calves
Yoke_Walk,glutes
Yoke_Walk,hamstrings
Yoke_Walk,lower back
Zercher_Squats,calves
Zercher_Squats,glutes
Zercher_Squats,hamstrings
Zottman_Curl,forearms
Zottman_Preacher_Curl,forearms
