exercise_slug,language_code,name,description
Rack_Pulls,en,Rack Pulls,
Rack_Pulls,vi,,
Rear_Leg_Raises,en,Rear Leg Raises,
Rear_Leg_Raises,vi,,
Recumbent_Bike,en,Recumbent Bike,
Recumbent_Bike,vi,,
Return_Push_from_Stance,en,Return Push from Stance,
Return_Push_from_Stance,vi,,
Reverse_Band_Bench_Press,en,Reverse Band Bench Press,
Reverse_Band_Bench_Press,vi,,
Reverse_Band_Box_Squat,en,Reverse Band Box Squat,
Reverse_Band_Box_Squat,vi,,
Reverse_Band_Deadlift,en,Reverse Band Deadlift,
Reverse_Band_Deadlift,vi,,
Reverse_Band_Power_Squat,en,Reverse Band Power Squat,
Reverse_Band_Power_Squat,vi,,
Reverse_Band_Sumo_Deadlift,en,Reverse Band Sumo Deadlift,
Reverse_Band_Sumo_Deadlift,vi,,
Reverse_Barbell_Curl,en,Reverse Barbell Curl,
Reverse_Barbell_Curl,vi,,
Reverse_Barbell_Preacher_Curls,en,Reverse Barbell Preacher Curls,
Reverse_Barbell_Preacher_Curls,vi,,
Reverse_Cable_Curl,en,Reverse Cable Curl,
Reverse_Cable_Curl,vi,,
Reverse_Crunch,en,Reverse Crunch,
Reverse_Crunch,vi,,
Reverse_Flyes,en,Reverse Flyes,
Reverse_Flyes,vi,,
Reverse_Flyes_With_External_Rotation,en,Reverse Flyes With External Rotation,
Reverse_Flyes_With_External_Rotation,vi,,
Reverse_Grip_Bent-Over_Rows,en,Reverse Grip Bent-Over Rows,
Reverse_Grip_Bent-Over_Rows,vi,,
Reverse_Grip_Triceps_Pushdown,en,Reverse Grip Triceps Pushdown,
Reverse_Grip_Triceps_Pushdown,vi,,
Reverse_Hyperextension,en,Reverse Hyperextension,
Reverse_Hyperextension,vi,,
Reverse_Machine_Flyes,en,Reverse Machine Flyes,
Reverse_Machine_Flyes,vi,,
Reverse_Plate_Curls,en,Reverse Plate Curls,
Reverse_Plate_Curls,vi,,
Reverse_Triceps_Bench_Press,en,Reverse Triceps Bench Press,
Reverse_Triceps_Bench_Press,vi,,
Rhomboids-SMR,en,Rhomboids-SMR,
Rhomboids-SMR,vi,,
Rickshaw_Carry,en,Rickshaw Carry,
Rickshaw_Carry,vi,,
Rickshaw_Deadlift,en,Rickshaw Deadlift,
Rickshaw_Deadlift,vi,,
Ring_Dips,en,Ring Dips,
Ring_Dips,vi,,
Rocket_Jump,en,Rocket Jump,
Rocket_Jump,vi,,
Rocking_Standing_Calf_Raise,en,Rocking Standing Calf Raise,
Rocking_Standing_Calf_Raise,vi,,
Rocky_Pull-Ups_Pulldowns,en,Rocky Pull-Ups/Pulldowns,
Rocky_Pull-Ups_Pulldowns,vi,,
Romanian_Deadlift,en,Romanian Deadlift,
Romanian_Deadlift,vi,,
Romanian_Deadlift_from_Deficit,en,Romanian Deadlift from Deficit,
Romanian_Deadlift_from_Deficit,vi,,
Rope_Climb,en,Rope Climb,
Rope_Climb,vi,,
Rope_Crunch,en,Rope Crunch,
Rope_Crunch,vi,,
Rope_Jumping,en,Rope Jumping,
Rope_Jumping,vi,,
Rope_Straight-Arm_Pulldown,en,Rope Straight-Arm Pulldown,
Rope_Straight-Arm_Pulldown,vi,,
Round_The_World_Shoulder_Stretch,en,Round The World Shoulder Stretch,
Round_The_World_Shoulder_Stretch,vi,,
Rowing_Stationary,en,"Rowing, Stationary",
Rowing_Stationary,vi,,
Runners_Stretch,en,Runner's Stretch,
Runners_Stretch,vi,,
Running_Treadmill,en,"Running, Treadmill",
Running_Treadmill,vi,,
Russian_Twist,en,Russian Twist,
Russian_Twist,vi,,
Sandbag_Load,en,Sandbag Load,
Sandbag_Load,vi,,
Scapular_Pull-Up,en,Scapular Pull-Up,
Scapular_Pull-Up,vi,,
Scissor_Kick,en,Scissor Kick,
Scissor_Kick,vi,,
Scissors_Jump,en,Scissors Jump,
Scissors_Jump,vi,,
Seated_Band_Hamstring_Curl,en,Seated Band Hamstring Curl,
Seated_Band_Hamstring_Curl,vi,,
Seated_Barbell_Military_Press,en,Seated Barbell Military Press,
Seated_Barbell_Military_Press,vi,,
Seated_Barbell_Twist,en,Seated Barbell Twist,
Seated_Barbell_Twist,vi,,
Seated_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,en,Seated Bent-Over One-Arm Dumbbell Triceps Extension,
Seated_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,vi,,
Seated_Bent-Over_Rear_Delt_Raise,en,Seated Bent-Over Rear Delt Raise,
Seated_Bent-Over_Rear_Delt_Raise,vi,,
Seated_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension,en,Seated Bent-Over Two-Arm Dumbbell Triceps Extension,
Seated_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension,vi,,
Seated_Biceps,en,Seated Biceps,
Seated_Biceps,vi,,
Seated_Cable_Rows,en,Seated Cable Rows,
Seated_Cable_Rows,vi,,
Seated_Cable_Shoulder_Press,en,Seated Cable Shoulder Press,
Seated_Cable_Shoulder_Press,vi,,
Seated_Calf_Raise,en,Seated Calf Raise,
Seated_Calf_Raise,vi,,
Seated_Calf_Stretch,en,Seated Calf Stretch,
Seated_Calf_Stretch,vi,,
Seated_Close-Grip_Concentration_Barbell_Curl,en,Seated Close-Grip Concentration Barbell Curl,
Seated_Close-Grip_Concentration_Barbell_Curl,vi,,
Seated_Dumbbell_Curl,en,Seated Dumbbell Curl,
Seated_Dumbbell_Curl,vi,,
Seated_Dumbbell_Inner_Biceps_Curl,en,Seated Dumbbell Inner Biceps Curl,
Seated_Dumbbell_Inner_Biceps_Curl,vi,,
Seated_Dumbbell_Palms-Down_Wrist_Curl,en,Seated Dumbbell Palms-Down Wrist Curl,
Seated_Dumbbell_Palms-Down_Wrist_Curl,vi,,
Seated_Dumbbell_Palms-Up_Wrist_Curl,en,Seated Dumbbell Palms-Up Wrist Curl,
Seated_Dumbbell_Palms-Up_Wrist_Curl,vi,,
Seated_Dumbbell_Press,en,Seated Dumbbell Press,
Seated_Dumbbell_Press,vi,,
Seated_Flat_Bench_Leg_Pull-In,en,Seated Flat Bench Leg Pull-In,
Seated_Flat_Bench_Leg_Pull-In,vi,,
Seated_Floor_Hamstring_Stretch,en,Seated Floor Hamstring Stretch,
Seated_Floor_Hamstring_Stretch,vi,,
Seated_Front_Deltoid,en,Seated Front Deltoid,
Seated_Front_Deltoid,vi,,
Seated_Glute,en,Seated Glute,
Seated_Glute,vi,,
Seated_Good_Mornings,en,Seated Good Mornings,
Seated_Good_Mornings,vi,,
Seated_Hamstring,en,Seated Hamstring,
Seated_Hamstring,vi,,
Seated_Hamstring_and_Calf_Stretch,en,Seated Hamstring and Calf Stretch,
Seated_Hamstring_and_Calf_Stretch,vi,,
Seated_Head_Harness_Neck_Resistance,en,Seated Head Harness Neck Resistance,
Seated_Head_Harness_Neck_Resistance,vi,,
Seated_Leg_Curl,en,Seated Leg Curl,
Seated_Leg_Curl,vi,,
Seated_Leg_Tucks,en,Seated Leg Tucks,
Seated_Leg_Tucks,vi,,
Seated_One-Arm_Dumbbell_Palms-Down_Wrist_Curl,en,Seated One-Arm Dumbbell Palms-Down Wrist Curl,
Seated_One-Arm_Dumbbell_Palms-Down_Wrist_Curl,vi,,
Seated_One-Arm_Dumbbell_Palms-Up_Wrist_Curl,en,Seated One-Arm Dumbbell Palms-Up Wrist Curl,
Seated_One-Arm_Dumbbell_Palms-Up_Wrist_Curl,vi,,
Seated_One-arm_Cable_Pulley_Rows,en,Seated One-arm Cable Pulley Rows,
Seated_One-arm_Cable_Pulley_Rows,vi,,
Seated_Overhead_Stretch,en,Seated Overhead Stretch,
Seated_Overhead_Stretch,vi,,
Seated_Palm-Up_Barbell_Wrist_Curl,en,Seated Palm-Up Barbell Wrist Curl,
Seated_Palm-Up_Barbell_Wrist_Curl,vi,,
Seated_Palms-Down_Barbell_Wrist_Curl,en,Seated Palms-Down Barbell Wrist Curl,
Seated_Palms-Down_Barbell_Wrist_Curl,vi,,
Seated_Side_Lateral_Raise,en,Seated Side Lateral Raise,
Seated_Side_Lateral_Raise,vi,,
Seated_Triceps_Press,en,Seated Triceps Press,
Seated_Triceps_Press,vi,,
Seated_Two-Arm_Palms-Up_Low-Pulley_Wrist_Curl,en,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,
Seated_Two-Arm_Palms-Up_Low-Pulley_Wrist_Curl,vi,,
See-Saw_Press_Alternating_Side_Press,en,See-Saw Press (Alternating Side Press),
See-Saw_Press_Alternating_Side_Press,vi,,
Shotgun_Row,en,Shotgun Row,
Shotgun_Row,vi,,
Shoulder_Circles,en,Shoulder Circles,
Shoulder_Circles,vi,,
Shoulder_Press_-_With_Bands,en,Shoulder Press - With Bands,
Shoulder_Press_-_With_Bands,vi,,
Shoulder_Raise,en,Shoulder Raise,
Shoulder_Raise,vi,,
Shoulder_Stretch,en,Shoulder Stretch,
Shoulder_Stretch,vi,,
Side-Lying_Floor_Stretch,en,Side-Lying Floor Stretch,
Side-Lying_Floor_Stretch,vi,,
Side_Bridge,en,Side Bridge,
Side_Bridge,vi,,
Side_Hop-Sprint,en,Side Hop-Sprint,
Side_Hop-Sprint,vi,,
Side_Jackknife,en,Side Jackknife,
Side_Jackknife,vi,,
Side_Lateral_Raise,en,Side Lateral Raise,
Side_Lateral_Raise,vi,,
Side_Laterals_to_Front_Raise,en,Side Laterals to Front Raise,
Side_Laterals_to_Front_Raise,vi,,
Side_Leg_Raises,en,Side Leg Raises,
Side_Leg_Raises,vi,,
Side_Lying_Groin_Stretch,en,Side Lying Groin Stretch,
Side_Lying_Groin_Stretch,vi,,
Side_Neck_Stretch,en,Side Neck Stretch,
Side_Neck_Stretch,vi,,
Side_Standing_Long_Jump,en,Side Standing Long Jump,
Side_Standing_Long_Jump,vi,,
Side_To_Side_Chins,en,Side To Side Chins,
Side_To_Side_Chins,vi,,
Side_Wrist_Pull,en,Side Wrist Pull,
Side_Wrist_Pull,vi,,
Side_to_Side_Box_Shuffle,en,Side to Side Box Shuffle,
Side_to_Side_Box_Shuffle,vi,,
Single-Arm_Cable_Crossover,en,Single-Arm Cable Crossover,
Single-Arm_Cable_Crossover,vi,,
Single-Arm_Linear_Jammer,en,Single-Arm Linear Jammer,
Single-Arm_Linear_Jammer,vi,,
Single-Arm_Push-Up,en,Single-Arm Push-Up,
Single-Arm_Push-Up,vi,,
Single-Cone_Sprint_Drill,en,Single-Cone Sprint Drill,
Single-Cone_Sprint_Drill,vi,,
Single-Leg_High_Box_Squat,en,Single-Leg High Box Squat,
Single-Leg_High_Box_Squat,vi,,
Single-Leg_Hop_Progression,en,Single-Leg Hop Progression,
Single-Leg_Hop_Progression,vi,,
Single-Leg_Lateral_Hop,en,Single-Leg Lateral Hop,
Single-Leg_Lateral_Hop,vi,,
Single-Leg_Leg_Extension,en,Single-Leg Leg Extension,
Single-Leg_Leg_Extension,vi,,
Single-Leg_Stride_Jump,en,Single-Leg Stride Jump,
Single-Leg_Stride_Jump,vi,,
Single_Dumbbell_Raise,en,Single Dumbbell Raise,
Single_Dumbbell_Raise,vi,,
Single_Leg_Butt_Kick,en,Single Leg Butt Kick,
Single_Leg_Butt_Kick,vi,,
Single_Leg_Glute_Bridge,en,Single Leg Glute Bridge,
Single_Leg_Glute_Bridge,vi,,
Single_Leg_Push-off,en,Single Leg Push-off,
Single_Leg_Push-off,vi,,
Sit-Up,en,Sit-Up,
Sit-Up,vi,,
Sit_Squats,en,Sit Squats,
Sit_Squats,vi,,
Skating,en,Skating,
Skating,vi,,
Sled_Drag_-_Harness,en,Sled Drag - Harness,
Sled_Drag_-_Harness,vi,,
Sled_Overhead_Backward_Walk,en,Sled Overhead Backward Walk,
Sled_Overhead_Backward_Walk,vi,,
Sled_Overhead_Triceps_Extension,en,Sled Overhead Triceps Extension,
Sled_Overhead_Triceps_Extension,vi,,
Sled_Push,en,Sled Push,
Sled_Push,vi,,
Sled_Reverse_Flye,en,Sled Reverse Flye,
Sled_Reverse_Flye,vi,,
Sled_Row,en,Sled Row,
Sled_Row,vi,,
Sledgehammer_Swings,en,Sledgehammer Swings,
Sledgehammer_Swings,vi,,
Smith_Incline_Shoulder_Raise,en,Smith Incline Shoulder Raise,
Smith_Incline_Shoulder_Raise,vi,,
Smith_Machine_Behind_the_Back_Shrug,en,Smith Machine Behind the Back Shrug,
Smith_Machine_Behind_the_Back_Shrug,vi,,
Smith_Machine_Bench_Press,en,Smith Machine Bench Press,
Smith_Machine_Bench_Press,vi,,
Smith_Machine_Bent_Over_Row,en,Smith Machine Bent Over Row,
Smith_Machine_Bent_Over_Row,vi,,
Smith_Machine_Calf_Raise,en,Smith Machine Calf Raise,
Smith_Machine_Calf_Raise,vi,,
Smith_Machine_Close-Grip_Bench_Press,en,Smith Machine Close-Grip Bench Press,
Smith_Machine_Close-Grip_Bench_Press,vi,,
Smith_Machine_Decline_Press,en,Smith Machine Decline Press,
Smith_Machine_Decline_Press,vi,,
Smith_Machine_Hang_Power_Clean,en,Smith Machine Hang Power Clean,
Smith_Machine_Hang_Power_Clean,vi,,
Smith_Machine_Hip_Raise,en,Smith Machine Hip Raise,
Smith_Machine_Hip_Raise,vi,,
Smith_Machine_Incline_Bench_Press,en,Smith Machine Incline Bench Press,
Smith_Machine_Incline_Bench_Press,vi,,
Smith_Machine_Leg_Press,en,Smith Machine Leg Press,
Smith_Machine_Leg_Press,vi,,
Smith_Machine_One-Arm_Upright_Row,en,Smith Machine One-Arm Upright Row,
Smith_Machine_One-Arm_Upright_Row,vi,,
Smith_Machine_Overhead_Shoulder_Press,en,Smith Machine Overhead Shoulder Press,
Smith_Machine_Overhead_Shoulder_Press,vi,,
Smith_Machine_Pistol_Squat,en,Smith Machine Pistol Squat,
Smith_Machine_Pistol_Squat,vi,,
Smith_Machine_Reverse_Calf_Raises,en,Smith Machine Reverse Calf Raises,
Smith_Machine_Reverse_Calf_Raises,vi,,
Smith_Machine_Squat,en,Smith Machine Squat,
Smith_Machine_Squat,vi,,
Smith_Machine_Stiff-Legged_Deadlift,en,Smith Machine Stiff-Legged Deadlift,
Smith_Machine_Stiff-Legged_Deadlift,vi,,
Smith_Machine_Upright_Row,en,Smith Machine Upright Row,
Smith_Machine_Upright_Row,vi,,
Smith_Single-Leg_Split_Squat,en,Smith Single-Leg Split Squat,
Smith_Single-Leg_Split_Squat,vi,,
Snatch,en,Snatch,
Snatch,vi,,
Snatch_Balance,en,Snatch Balance,
Snatch_Balance,vi,,
Snatch_Deadlift,en,Snatch Deadlift,
Snatch_Deadlift,vi,,
Snatch_Pull,en,Snatch Pull,
Snatch_Pull,vi,,
Snatch_Shrug,en,Snatch Shrug,
Snatch_Shrug,vi,,
Snatch_from_Blocks,en,Snatch from Blocks,
Snatch_from_Blocks,vi,,
Speed_Band_Overhead_Triceps,en,Speed Band Overhead Triceps,
Speed_Band_Overhead_Triceps,vi,,
Speed_Box_Squat,en,Speed Box Squat,
Speed_Box_Squat,vi,,
Speed_Squats,en,Speed Squats,
Speed_Squats,vi,,
Spell_Caster,en,Spell Caster,
Spell_Caster,vi,,
Spider_Crawl,en,Spider Crawl,
Spider_Crawl,vi,,
Spider_Curl,en,Spider Curl,
Spider_Curl,vi,,
Spinal_Stretch,en,Spinal Stretch,
Spinal_Stretch,vi,,
Split_Clean,en,Split Clean,
Split_Clean,vi,,
Split_Jerk,en,Split Jerk,
Split_Jerk,vi,,
Split_Jump,en,Split Jump,
Split_Jump,vi,,
Split_Snatch,en,Split Snatch,
Split_Snatch,vi,,
Split_Squat_with_Dumbbells,en,Split Squat with Dumbbells,
Split_Squat_with_Dumbbells,vi,,
Split_Squats,en,Split Squats,
Split_Squats,vi,,
Squat_Jerk,en,Squat Jerk,
Squat_Jerk,vi,,
Squat_with_Bands,en,Squat with Bands,
Squat_with_Bands,vi,,
Squat_with_Chains,en,Squat with Chains,
Squat_with_Chains,vi,,
Squat_with_Plate_Movers,en,Squat with Plate Movers,
Squat_with_Plate_Movers,vi,,
Squats_-_With_Bands,en,Squats - With Bands,
Squats_-_With_Bands,vi,,
Stairmaster,en,Stairmaster,
Stairmaster,vi,,
Standing_Alternating_Dumbbell_Press,en,Standing Alternating Dumbbell Press,
Standing_Alternating_Dumbbell_Press,vi,,
Standing_Barbell_Calf_Raise,en,Standing Barbell Calf Raise,
Standing_Barbell_Calf_Raise,vi,,
Standing_Barbell_Press_Behind_Neck,en,Standing Barbell Press Behind Neck,
Standing_Barbell_Press_Behind_Neck,vi,,
Standing_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,en,Standing Bent-Over One-Arm Dumbbell Triceps Extension,
Standing_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,vi,,
Standing_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension,en,Standing Bent-Over Two-Arm Dumbbell Triceps Extension,
Standing_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension,vi,,
Standing_Biceps_Cable_Curl,en,Standing Biceps Cable Curl,
Standing_Biceps_Cable_Curl,vi,,
Standing_Biceps_Stretch,en,Standing Biceps Stretch,
Standing_Biceps_Stretch,vi,,
Standing_Bradford_Press,en,Standing Bradford Press,
Standing_Bradford_Press,vi,,
Standing_Cable_Chest_Press,en,Standing Cable Chest Press,
Standing_Cable_Chest_Press,vi,,
Standing_Cable_Lift,en,Standing Cable Lift,
Standing_Cable_Lift,vi,,
Standing_Cable_Wood_Chop,en,Standing Cable Wood Chop,
Standing_Cable_Wood_Chop,vi,,
Standing_Calf_Raises,en,Standing Calf Raises,
Standing_Calf_Raises,vi,,
Standing_Concentration_Curl,en,Standing Concentration Curl,
Standing_Concentration_Curl,vi,,
Standing_Dumbbell_Calf_Raise,en,Standing Dumbbell Calf Raise,
Standing_Dumbbell_Calf_Raise,vi,,
Standing_Dumbbell_Press,en,Standing Dumbbell Press,
Standing_Dumbbell_Press,vi,,
Standing_Dumbbell_Reverse_Curl,en,Standing Dumbbell Reverse Curl,
Standing_Dumbbell_Reverse_Curl,vi,,
Standing_Dumbbell_Straight-Arm_Front_Delt_Raise_Above_Head,en,Standing Dumbbell Straight-Arm Front Delt Raise Above Head,
Standing_Dumbbell_Straight-Arm_Front_Delt_Raise_Above_Head,vi,,
Standing_Dumbbell_Triceps_Extension,en,Standing Dumbbell Triceps Extension,
Standing_Dumbbell_Triceps_Extension,vi,,
Standing_Dumbbell_Upright_Row,en,Standing Dumbbell Upright Row,
Standing_Dumbbell_Upright_Row,vi,,
Standing_Elevated_Quad_Stretch,en,Standing Elevated Quad Stretch,
Standing_Elevated_Quad_Stretch,vi,,
Standing_Front_Barbell_Raise_Over_Head,en,Standing Front Barbell Raise Over Head,
Standing_Front_Barbell_Raise_Over_Head,vi,,
Standing_Gastrocnemius_Calf_Stretch,en,Standing Gastrocnemius Calf Stretch,
Standing_Gastrocnemius_Calf_Stretch,vi,,
Standing_Hamstring_and_Calf_Stretch,en,Standing Hamstring and Calf Stretch,
Standing_Hamstring_and_Calf_Stretch,vi,,
Standing_Hip_Circles,en,Standing Hip Circles,
Standing_Hip_Circles,vi,,
Standing_Hip_Flexors,en,Standing Hip Flexors,
Standing_Hip_Flexors,vi,,
Standing_Inner-Biceps_Curl,en,Standing Inner-Biceps Curl,
Standing_Inner-Biceps_Curl,vi,,
Standing_Lateral_Stretch,en,Standing Lateral Stretch,
Standing_Lateral_Stretch,vi,,
Standing_Leg_Curl,en,Standing Leg Curl,
Standing_Leg_Curl,vi,,
Standing_Long_Jump,en,Standing Long Jump,
Standing_Long_Jump,vi,,
Standing_Low-Pulley_Deltoid_Raise,en,Standing Low-Pulley Deltoid Raise,
Standing_Low-Pulley_Deltoid_Raise,vi,,
Standing_Low-Pulley_One-Arm_Triceps_Extension,en,Standing Low-Pulley One-Arm Triceps Extension,
Standing_Low-Pulley_One-Arm_Triceps_Extension,vi,,
Standing_Military_Press,en,Standing Military Press,
Standing_Military_Press,vi,,
Standing_Olympic_Plate_Hand_Squeeze,en,Standing Olympic Plate Hand Squeeze,
Standing_Olympic_Plate_Hand_Squeeze,vi,,
Standing_One-Arm_Cable_Curl,en,Standing One-Arm Cable Curl,
Standing_One-Arm_Cable_Curl,vi,,
Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench,en,Standing One-Arm Dumbbell Curl Over Incline Bench,
Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench,vi,,
Standing_One-Arm_Dumbbell_Triceps_Extension,en,Standing One-Arm Dumbbell Triceps Extension,
Standing_One-Arm_Dumbbell_Triceps_Extension,vi,,
Standing_Overhead_Barbell_Triceps_Extension,en,Standing Overhead Barbell Triceps Extension,
Standing_Overhead_Barbell_Triceps_Extension,vi,,
Standing_Palm-In_One-Arm_Dumbbell_Press,en,Standing Palm-In One-Arm Dumbbell Press,
Standing_Palm-In_One-Arm_Dumbbell_Press,vi,,
Standing_Palms-In_Dumbbell_Press,en,Standing Palms-In Dumbbell Press,
Standing_Palms-In_Dumbbell_Press,vi,,
Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl,en,Standing Palms-Up Barbell Behind The Back Wrist Curl,
Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl,vi,,
Standing_Pelvic_Tilt,en,Standing Pelvic Tilt,
Standing_Pelvic_Tilt,vi,,
Standing_Rope_Crunch,en,Standing Rope Crunch,
Standing_Rope_Crunch,vi,,
Standing_Soleus_And_Achilles_Stretch,en,Standing Soleus And Achilles Stretch,
Standing_Soleus_And_Achilles_Stretch,vi,,
Standing_Toe_Touches,en,Standing Toe Touches,
Standing_Toe_Touches,vi,,
Standing_Towel_Triceps_Extension,en,Standing Towel Triceps Extension,
Standing_Towel_Triceps_Extension,vi,,
Standing_Two-Arm_Overhead_Throw,en,Standing Two-Arm Overhead Throw,
Standing_Two-Arm_Overhead_Throw,vi,,
Star_Jump,en,Star Jump,
Star_Jump,vi,,
Step-up_with_Knee_Raise,en,Step-up with Knee Raise,
Step-up_with_Knee_Raise,vi,,
Step_Mill,en,Step Mill,
Step_Mill,vi,,
Stiff-Legged_Barbell_Deadlift,en,Stiff-Legged Barbell Deadlift,
Stiff-Legged_Barbell_Deadlift,vi,,
Stiff-Legged_Dumbbell_Deadlift,en,Stiff-Legged Dumbbell Deadlift,
Stiff-Legged_Dumbbell_Deadlift,vi,,
Stiff_Leg_Barbell_Good_Morning,en,Stiff Leg Barbell Good Morning,
Stiff_Leg_Barbell_Good_Morning,vi,,
Stomach_Vacuum,en,Stomach Vacuum,
Stomach_Vacuum,vi,,
Straight-Arm_Dumbbell_Pullover,en,Straight-Arm Dumbbell Pullover,
Straight-Arm_Dumbbell_Pullover,vi,,
Straight-Arm_Pulldown,en,Straight-Arm Pulldown,
Straight-Arm_Pulldown,vi,,
Straight_Bar_Bench_Mid_Rows,en,Straight Bar Bench Mid Rows,
Straight_Bar_Bench_Mid_Rows,vi,,
Straight_Raises_on_Incline_Bench,en,Straight Raises on Incline Bench,
Straight_Raises_on_Incline_Bench,vi,,
Stride_Jump_Crossover,en,Stride Jump Crossover,
Stride_Jump_Crossover,vi,,
Sumo_Deadlift,en,Sumo Deadlift,
Sumo_Deadlift,vi,,
Sumo_Deadlift_with_Bands,en,Sumo Deadlift with Bands,
Sumo_Deadlift_with_Bands,vi,,
Sumo_Deadlift_with_Chains,en,Sumo Deadlift with Chains,
Sumo_Deadlift_with_Chains,vi,,
Superman,en,Superman,
Superman,vi,,
Supine_Chest_Throw,en,Supine Chest Throw,
Supine_Chest_Throw,vi,,
Supine_One-Arm_Overhead_Throw,en,Supine One-Arm Overhead Throw,
Supine_One-Arm_Overhead_Throw,vi,,
Supine_Two-Arm_Overhead_Throw,en,Supine Two-Arm Overhead Throw,
Supine_Two-Arm_Overhead_Throw,vi,,
Suspended_Fallout,en,Suspended Fallout,
Suspended_Fallout,vi,,
Suspended_Push-Up,en,Suspended Push-Up,
Suspended_Push-Up,vi,,
Suspended_Reverse_Crunch,en,Suspended Reverse Crunch,
Suspended_Reverse_Crunch,vi,,
Suspended_Row,en,Suspended Row,
Suspended_Row,vi,,
Suspended_Split_Squat,en,Suspended Split Squat,
Suspended_Split_Squat,vi,,
Svend_Press,en,Svend Press,
Svend_Press,vi,,
T-Bar_Row_with_Handle,en,T-Bar Row with Handle,
T-Bar_Row_with_Handle,vi,,
Tate_Press,en,Tate Press,
Tate_Press,vi,,
The_Straddle,en,The Straddle,
The_Straddle,vi,,
Thigh_Abductor,en,Thigh Abductor,
Thigh_Abductor,vi,,
Thigh_Adductor,en,Thigh Adductor,
Thigh_Adductor,vi,,
Tire_Flip,en,Tire Flip,
Tire_Flip,vi,,
Toe_Touchers,en,Toe Touchers,
Toe_Touchers,vi,,
Torso_Rotation,en,Torso Rotation,
Torso_Rotation,vi,,
Trail_Running_Walking,en,Trail Running/Walking,
Trail_Running_Walking,vi,,
Trap_Bar_Deadlift,en,Trap Bar Deadlift,
Trap_Bar_Deadlift,vi,,
Tricep_Dumbbell_Kickback,en,Tricep Dumbbell Kickback,
Tricep_Dumbbell_Kickback,vi,,
Tricep_Side_Stretch,en,Tricep Side Stretch,
Tricep_Side_Stretch,vi,,
Triceps_Overhead_Extension_with_Rope,en,Triceps Overhead Extension with Rope,
Triceps_Overhead_Extension_with_Rope,vi,,
Triceps_Pushdown,en,Triceps Pushdown,
Triceps_Pushdown,vi,,
Triceps_Pushdown_-_Rope_Attachment,en,Triceps Pushdown - Rope Attachment,
Triceps_Pushdown_-_Rope_Attachment,vi,,
Triceps_Pushdown_-_V-Bar_Attachment,en,Triceps Pushdown - V-Bar Attachment,
Triceps_Pushdown_-_V-Bar_Attachment,vi,,
Triceps_Stretch,en,Triceps Stretch,
Triceps_Stretch,vi,,
Tuck_Crunch,en,Tuck Crunch,
Tuck_Crunch,vi,,
Two-Arm_Dumbbell_Preacher_Curl,en,Two-Arm Dumbbell Preacher Curl,
Two-Arm_Dumbbell_Preacher_Curl,vi,,
Two-Arm_Kettlebell_Clean,en,Two-Arm Kettlebell Clean,
Two-Arm_Kettlebell_Clean,vi,,
Two-Arm_Kettlebell_Jerk,en,Two-Arm Kettlebell Jerk,
Two-Arm_Kettlebell_Jerk,vi,,
Two-Arm_Kettlebell_Military_Press,en,Two-Arm Kettlebell Military Press,
Two-Arm_Kettlebell_Military_Press,vi,,
Two-Arm_Kettlebell_Row,en,Two-Arm Kettlebell Row,
Two-Arm_Kettlebell_Row,vi,,
Underhand_Cable_Pulldowns,en,Underhand Cable Pulldowns,
Underhand_Cable_Pulldowns,vi,,
Upper_Back-Leg_Grab,en,Upper Back-Leg Grab,
Upper_Back-Leg_Grab,vi,,
Upper_Back_Stretch,en,Upper Back Stretch,
Upper_Back_Stretch,vi,,
Upright_Barbell_Row,en,Upright Barbell Row,
Upright_Barbell_Row,vi,,
Upright_Cable_Row,en,Upright Cable Row,
Upright_Cable_Row,vi,,
Upright_Row_-_With_Bands,en,Upright Row - With Bands,
Upright_Row_-_With_Bands,vi,,
Upward_Stretch,en,Upward Stretch,
Upward_Stretch,vi,,
V-Bar_Pulldown,en,V-Bar Pulldown,
V-Bar_Pulldown,vi,,
V-Bar_Pullup,en,V-Bar Pullup,
V-Bar_Pullup,vi,,
Vertical_Swing,en,Vertical Swing,
Vertical_Swing,vi,,
Walking_Treadmill,en,"Walking, Treadmill",
Walking_Treadmill,vi,,
Weighted_Ball_Hyperextension,en,Weighted Ball Hyperextension,
Weighted_Ball_Hyperextension,vi,,
Weighted_Ball_Side_Bend,en,Weighted Ball Side Bend,
Weighted_Ball_Side_Bend,vi,,
Weighted_Bench_Dip,en,Weighted Bench Dip,
Weighted_Bench_Dip,vi,,
Weighted_Crunches,en,Weighted Crunches,
Weighted_Crunches,vi,,
Weighted_Jump_Squat,en,Weighted Jump Squat,
